Cement,Water,Fine_Aggregate,Coarse_Aggregate,Superplasticizer,Age,Compressive_Strength
322.5,202.0,886.1,797.3,3.92,14,29.47
368.1,194.8,745.0,899.4,7.55,7,27.01
440.8,203.1,848.3,766.1,8.33,3,23.33
357.7,163.0,906.4,660.7,6.55,28,43.24
358.2,181.9,889.6,709.3,7.73,28,37.08
512.3,196.8,883.8,668.5,5.4,28,47.37
547.5,164.7,888.6,858.7,6.46,56,60.88
447.9,163.8,844.0,750.5,2.62,7,37.31
513.0,151.6,779.4,933.5,11.48,90,61.59
547.8,207.5,803.7,780.1,9.12,28,48.73
352.6,192.6,837.4,769.4,3.86,7,27.04
423.1,188.1,797.7,836.0,2.7,56,47.07
410.3,194.6,734.3,880.6,7.99,1,11.8
338.4,181.9,946.4,763.3,6.76,28,31.16
493.7,178.6,897.4,844.2,9.05,28,52.96
419.8,177.0,883.8,841.2,3.81,7,33.34
427.9,188.4,770.6,810.1,9.96,56,47.26
354.7,162.1,905.0,800.4,7.12,7,32.39
361.6,203.3,814.6,765.0,6.57,56,35.5
528.6,198.7,902.9,829.8,9.53,3,26.84
330.3,171.0,888.2,765.4,7.62,7,28.54
373.6,184.7,729.3,888.0,8.8,14,38.05
387.2,158.5,926.9,654.5,6.55,56,49.28
432.7,208.3,715.1,837.2,5.77,3,23.48
454.9,204.2,828.0,771.6,5.58,56,46.82
433.5,205.3,833.7,899.1,9.27,7,32.53
339.3,169.9,903.6,805.9,6.07,28,35.45
376.0,160.1,858.1,885.9,2.46,14,42.09
514.0,162.7,909.1,661.0,4.03,3,29.19
466.6,155.4,850.0,818.4,10.73,90,60.68
469.3,157.2,874.1,727.3,10.65,14,48.03
474.1,154.3,808.3,850.3,11.4,28,53.95
495.5,209.4,731.0,883.1,6.72,28,48.87
333.4,154.4,820.4,786.3,6.89,28,40.2
404.3,158.0,883.1,781.7,8.72,28,50.91
444.1,199.6,823.4,763.3,5.02,56,45.19
397.8,184.8,976.9,666.9,3.15,28,40.15
514.2,196.5,934.2,745.9,12.83,28,49.7
431.0,187.9,944.4,631.3,2.42,28,40.73
496.8,202.9,858.1,878.0,8.42,28,46.88
516.0,188.3,938.4,712.7,9.29,14,44.65
436.1,181.3,914.1,799.8,8.13,28,45.54
529.2,192.8,910.6,770.2,5.35,14,47.77
455.0,176.8,1011.6,680.4,8.84,28,49.39
515.6,170.8,928.1,765.2,4.81,90,55.9
398.3,178.1,1008.8,716.2,8.6,90,48.21
434.7,160.2,934.8,737.9,4.08,56,53.03
442.2,197.8,753.2,852.4,8.37,28,42.33
344.1,165.6,871.2,698.7,7.11,28,41.69
411.7,159.2,873.5,797.8,3.61,7,36.62
531.0,164.8,918.9,644.3,5.18,28,54.76
465.1,200.5,912.6,685.6,9.57,7,37.55
360.8,169.8,727.4,834.8,2.42,1,10.6
397.9,191.2,780.2,879.5,3.51,90,42.61
364.1,201.4,728.4,853.6,5.14,56,35.63
325.7,154.7,876.1,795.9,7.69,28,43.09
533.3,195.9,789.4,918.8,8.66,7,38.06
423.1,168.5,957.6,756.8,5.4,28,44.85
390.7,163.0,858.9,753.0,9.6,14,40.71
457.6,191.3,955.0,704.8,6.53,56,50.65
321.7,204.6,817.9,844.7,4.4,180,33.23
383.9,167.7,868.1,776.5,5.08,7,33.12
481.7,184.1,786.1,894.9,5.42,7,39.98
465.8,167.4,927.7,664.4,5.36,7,40.68
545.8,183.3,831.5,914.4,10.24,3,28.94
462.7,187.3,730.4,839.2,2.69,14,41.47
429.8,186.6,824.9,890.9,8.01,1,12.35
495.1,187.4,952.8,716.0,4.47,3,24.95
527.8,158.1,744.9,854.1,6.69,7,44.75
485.8,191.6,921.2,777.9,3.85,7,36.78
541.5,190.5,880.5,686.4,8.69,28,49.72
499.9,191.0,959.3,745.6,9.79,3,26.36
519.4,154.4,798.2,869.8,6.28,56,61.46
346.2,176.8,722.0,850.2,2.86,7,30.26
488.5,174.5,810.1,755.8,4.66,3,24.39
421.2,155.2,816.7,883.5,9.0,1,12.83
447.2,163.3,892.6,716.0,4.63,28,49.91
470.4,176.5,870.0,857.9,9.64,7,40.25
543.1,194.6,880.8,821.6,6.31,28,51.62
546.5,164.2,789.1,900.5,4.79,3,34.38
386.3,199.8,859.3,746.4,7.55,180,42.17
488.8,182.7,808.4,883.4,7.02,3,26.29
492.5,195.6,960.0,779.6,2.77,14,42.83
399.7,178.4,722.5,845.8,9.67,56,45.24
348.5,180.0,963.3,651.9,2.77,7,29.56
329.4,187.2,882.6,714.3,3.98,7,23.02
498.8,205.7,777.3,851.4,6.33,56,47.28
432.6,179.5,767.9,930.6,6.4,7,36.05
546.7,181.7,822.7,822.1,11.32,1,16.78
426.9,186.1,787.0,877.1,2.19,14,35.06
544.9,194.3,778.6,834.2,12.89,1,16.35
414.7,154.3,916.8,661.4,7.43,90,54.24
502.5,180.9,866.6,736.8,12.07,28,48.74
339.5,178.9,820.4,901.5,7.25,28,31.29
447.8,205.3,891.2,779.3,10.55,7,29.62
504.5,179.6,793.9,831.7,8.59,28,52.33
532.7,178.1,1018.7,689.3,,28,54.23
509.2,207.7,711.0,851.9,7.06,3,26.28
328.5,177.0,896.2,704.6,5.97,56,36.64
405.7,160.9,903.3,692.8,5.49,28,45.86
331.2,163.0,803.8,943.3,6.5,28,38.68
345.1,155.7,804.6,886.6,2.36,7,32.11
475.3,150.0,849.6,824.0,10.27,3,31.16
484.0,175.9,899.9,651.1,4.4,28,49.36
498.0,196.2,841.9,745.0,11.89,28,50.18
519.1,194.0,919.6,757.6,4.21,14,43.82
490.1,151.9,922.6,703.3,3.72,1,13.37
504.2,184.2,996.2,738.7,10.71,56,53.29
331.3,159.3,888.0,815.0,7.08,7,32.8
373.9,206.5,862.9,776.6,7.39,7,26.31
463.0,160.0,948.0,751.9,11.21,28,52.48
517.4,187.6,854.2,890.9,5.39,3,29.14
321.0,169.6,949.5,692.7,6.91,3,23.51
438.4,188.5,760.6,917.9,5.28,1,12.13
475.8,174.7,831.1,902.6,7.49,90,57.2
326.8,195.6,911.9,687.8,4.55,7,25.79
412.3,163.8,865.5,861.9,2.11,28,45.59
526.0,204.3,741.6,828.0,8.67,180,53.6
474.5,180.0,802.9,876.8,9.47,28,47.66
374.7,195.4,903.8,802.7,3.18,28,36.04
516.1,201.0,965.2,707.8,12.2,28,47.85
400.0,209.9,759.6,889.5,6.24,14,32.52
516.3,163.4,760.7,912.8,4.42,28,54.63
388.8,167.2,821.4,758.9,6.97,90,47.77
455.8,165.0,945.4,647.7,4.03,28,51.83
411.3,165.8,788.9,815.1,2.58,14,41.79
383.2,184.9,991.5,678.0,,7,27.3
523.9,209.6,955.4,683.0,3.78,56,47.93
363.1,209.4,787.4,811.5,2.59,3,14.62
339.5,181.6,988.5,738.0,6.72,56,38.42
398.6,188.3,898.3,726.5,2.43,7,31.46
485.1,201.6,863.5,775.7,10.28,28,46.81
505.7,206.0,837.9,794.0,10.58,56,48.31
549.7,162.2,907.9,678.5,4.3,28,58.84
388.2,181.7,965.1,731.2,5.97,7,30.67
413.8,200.0,924.0,715.7,2.87,56,39.31
351.5,168.2,931.5,621.7,6.2,14,38.0
452.2,176.4,909.4,833.4,2.83,7,37.83
549.4,209.1,978.3,734.9,13.13,28,51.61
481.2,209.1,981.9,712.8,4.41,14,38.56
456.9,204.4,830.4,893.4,8.52,28,45.42
410.2,197.9,790.0,941.3,3.1,3,20.29
530.5,166.1,826.1,791.4,4.88,14,52.39
434.3,169.3,967.4,704.8,6.09,56,50.29
350.9,182.8,824.8,847.0,5.78,1,9.37
404.0,183.6,889.9,713.5,10.09,28,38.4
335.4,180.3,719.2,875.2,1.85,28,34.28
366.5,188.2,791.6,781.2,1.83,56,38.71
324.1,174.5,912.1,769.7,3.89,28,34.69
424.3,195.0,801.0,905.2,5.23,56,47.29
465.9,170.0,994.9,707.3,10.57,7,37.26
399.0,169.8,763.8,849.5,9.28,14,40.15
416.7,157.6,933.1,657.9,9.42,90,52.31
540.6,161.3,791.6,849.1,4.25,56,60.19
493.0,201.0,994.2,665.2,6.53,28,48.52
444.4,176.8,937.5,796.3,8.85,28,50.73
385.4,163.7,798.1,926.9,4.34,28,43.67
526.3,195.6,796.9,936.3,9.61,3,25.97
374.1,183.2,793.4,926.7,3.64,56,39.08
394.8,151.3,938.5,804.4,4.53,56,54.07
529.1,169.0,938.9,704.2,11.75,28,58.73
441.8,160.6,796.0,763.5,4.42,7,38.71
490.7,189.4,809.6,757.2,11.92,7,35.21
455.9,166.5,876.5,751.5,5.07,3,25.01
470.3,153.9,848.7,752.8,2.57,28,54.47
388.9,153.3,876.3,707.7,3.93,28,48.74
375.5,184.9,906.5,834.2,3.16,7,25.82
394.2,151.3,885.2,703.8,5.97,28,48.69
355.8,200.9,1044.4,697.5,2.58,180,39.13
521.1,159.3,855.4,846.8,9.13,3,30.91
385.1,186.4,758.3,919.9,8.67,28,42.85
449.1,176.7,790.1,895.1,5.5,28,49.25
502.2,176.6,861.5,754.8,4.2,7,37.74
500.3,154.3,842.4,836.9,6.5,28,57.03
420.8,198.2,938.1,649.2,8.72,28,40.98
429.5,203.6,945.4,792.1,7.23,7,29.49
548.8,150.7,850.4,760.0,3.85,7,44.72
475.2,160.7,912.1,688.9,7.48,56,59.91
507.4,204.2,827.1,865.1,7.29,7,34.39
527.6,183.0,963.3,718.0,6.09,28,54.85
501.1,159.0,738.9,901.4,3.61,28,54.86
362.6,162.2,910.3,766.2,8.93,56,45.74
449.3,189.6,933.7,648.2,3.83,28,45.83
343.4,193.5,957.2,727.5,3.04,56,34.09
470.2,186.0,927.3,676.9,3.72,28,48.32
539.7,207.2,817.6,787.0,8.85,14,41.06
437.9,179.6,907.7,674.7,6.08,14,42.95
419.6,168.0,861.0,755.5,4.19,14,38.28
328.2,178.6,877.3,739.0,4.46,14,31.41
540.7,171.6,752.9,888.0,9.99,3,32.11
343.7,163.5,762.6,825.4,3.65,14,37.67
329.4,152.8,846.2,742.4,7.68,14,35.67
376.6,171.1,760.9,897.5,4.19,1,9.04
335.1,192.7,884.4,691.4,3.0,7,23.62
424.7,151.1,972.2,715.6,10.23,28,52.91
438.7,176.4,1022.5,716.3,9.31,28,43.98
391.9,188.6,760.9,874.5,4.65,56,42.09
331.7,186.6,1022.5,707.7,7.24,28,34.57
345.7,196.6,722.3,847.4,5.32,56,34.74
408.4,198.6,812.2,746.4,4.87,28,40.48
333.9,192.7,976.0,718.3,7.28,3,18.15
480.6,156.2,783.9,918.3,9.63,180,60.39
367.6,178.5,778.1,940.5,4.03,1,8.0
389.5,186.2,708.5,852.9,6.67,28,40.76
410.6,164.7,898.2,807.2,5.09,28,45.6
415.8,152.6,929.3,696.1,2.09,7,36.92
320.4,163.4,755.6,855.1,7.76,28,38.92
345.8,177.3,742.7,841.9,5.53,14,36.67
518.4,174.8,936.3,812.9,8.8,3,29.21
320.3,160.6,758.2,804.6,5.44,1,11.19
436.9,199.5,959.8,755.6,7.0,3,20.16
432.6,205.5,994.1,683.8,4.67,3,22.12
396.6,162.1,958.7,738.4,9.69,28,46.96
419.2,205.8,984.2,708.1,7.31,28,41.64
499.5,151.1,908.9,812.7,9.2,28,57.7
513.5,205.5,912.1,674.6,7.24,28,47.08
379.9,207.1,740.1,810.1,4.09,1,11.11
394.2,150.7,768.5,901.2,2.48,7,36.78
375.8,195.8,888.8,732.0,4.51,28,34.76
430.4,208.2,720.9,853.8,3.67,90,47.01
477.1,204.4,926.7,660.5,8.7,14,38.85
372.5,208.2,895.0,721.3,8.41,3,18.33
396.1,183.0,927.2,636.8,4.38,28,42.09
534.0,154.7,776.1,785.2,6.23,56,63.45
331.2,201.0,906.3,826.9,6.1,14,27.72
426.0,186.8,905.0,707.4,3.4,7,32.68
483.7,186.9,849.5,896.9,11.41,1,12.61
354.6,175.0,925.9,816.9,4.35,28,36.95
330.9,184.3,866.5,712.0,2.32,90,40.06
351.8,159.2,1010.4,682.6,2.99,28,41.62
531.3,194.4,938.1,732.0,12.57,7,40.39
322.1,154.5,789.6,898.6,3.2,28,39.31
363.3,193.8,818.0,751.2,6.63,56,37.45
327.2,200.9,854.7,733.0,2.66,28,29.11
345.4,178.3,738.8,826.5,3.07,56,36.06
462.6,180.6,860.1,810.7,10.45,14,44.04
375.6,168.7,860.7,886.6,2.99,7,31.57
450.9,208.2,788.0,896.4,2.42,28,42.93
455.7,194.0,891.4,800.7,6.85,28,42.98
515.4,172.1,829.5,917.4,11.47,180,59.25
321.1,160.5,907.8,777.8,3.7,28,36.77
516.3,163.2,740.8,817.3,3.9,14,53.24
462.4,177.8,962.6,760.8,11.4,14,43.32
357.4,206.6,777.9,845.1,6.62,28,33.92
497.8,194.0,906.4,644.5,10.96,14,46.07
516.8,162.9,749.6,901.8,10.36,28,56.9
378.5,201.6,917.9,819.5,7.18,14,30.34
531.3,172.7,797.6,803.9,6.74,14,47.91
424.5,201.1,797.4,850.9,4.88,28,42.11
458.8,164.5,825.2,759.5,8.87,3,25.79
546.5,187.1,899.9,661.6,10.57,28,54.65
403.2,205.6,919.8,646.3,9.68,28,38.23
507.0,165.5,840.1,855.4,8.3,28,56.37
393.2,191.6,815.1,907.7,4.28,28,40.22
503.8,209.2,880.9,697.7,7.45,28,44.41
458.2,159.0,863.8,743.9,7.91,56,54.51
369.8,155.3,763.0,826.0,5.0,14,42.6
415.2,190.5,877.3,678.1,8.65,7,31.17
393.1,170.4,876.6,784.1,6.56,28,39.54
338.0,154.3,926.1,763.9,1.75,28,42.4
326.9,178.5,846.3,833.2,5.36,28,33.24
399.7,195.2,839.6,788.0,7.06,28,40.52
324.4,167.1,792.4,868.6,7.56,28,40.15
358.1,170.1,884.0,684.8,4.75,7,31.0
486.8,200.7,748.6,832.2,8.03,28,48.29
482.9,181.2,984.1,752.3,7.0,7,38.54
489.9,200.6,969.8,732.5,7.66,14,45.2
392.9,176.8,974.8,759.7,2.49,28,40.07
524.7,207.2,785.1,948.3,12.04,28,48.42
456.6,189.0,824.8,855.1,10.6,14,43.4
349.0,157.0,903.0,832.7,5.57,56,44.96
353.1,203.1,880.9,752.4,5.7,28,35.08
479.4,179.4,911.6,639.1,2.95,28,48.38
359.8,158.5,791.2,771.3,6.1,90,50.93
436.7,159.2,913.7,658.2,5.93,14,50.2
548.1,191.3,744.5,824.5,10.51,28,53.75
320.9,152.8,819.4,800.9,1.91,7,31.3
323.8,167.2,773.9,916.4,6.22,7,30.75
548.4,158.4,958.9,749.2,5.89,7,43.43
454.5,176.5,788.3,879.7,8.2,3,23.97
349.2,174.9,771.6,807.7,6.13,28,40.92
526.4,181.3,962.4,737.1,5.02,7,40.91
522.5,166.8,859.4,761.5,7.22,28,55.93
443.3,151.9,701.9,850.7,9.63,7,41.27
463.0,186.9,723.3,882.8,7.92,3,21.18
382.8,172.4,851.0,765.1,2.44,90,44.83
331.6,189.1,795.6,809.3,4.6,28,31.91
456.8,156.5,816.9,895.5,5.13,90,59.11
387.8,150.8,922.5,779.4,6.92,28,50.69
472.6,164.9,818.0,871.1,8.17,1,15.08
512.3,177.4,850.2,727.6,2.67,28,52.69
324.2,173.6,867.6,844.0,5.56,28,33.22
457.0,198.6,805.7,879.8,9.0,1,12.81
373.2,172.7,748.0,841.0,7.6,56,45.38
521.0,181.8,815.5,864.1,3.22,28,54.13
378.3,185.6,748.4,898.3,4.19,28,42.91
460.5,151.3,812.7,825.1,6.18,28,52.17
447.3,180.9,920.3,652.1,3.84,28,45.82
411.1,170.7,950.4,703.3,5.52,7,33.78
475.9,175.3,794.1,775.9,3.06,180,54.94
486.9,156.0,849.0,733.8,3.54,14,50.15
450.4,197.0,843.6,732.9,8.28,7,33.32
494.4,206.5,999.8,741.0,5.07,3,26.29
546.2,151.3,780.1,826.9,10.5,28,59.94
416.4,186.1,801.5,819.5,2.48,180,44.37
438.4,195.8,799.6,814.8,7.13,56,43.76
322.9,167.1,788.9,940.7,4.14,28,36.43
503.1,197.3,826.6,835.9,10.53,180,51.13
439.7,187.9,1008.5,725.3,9.09,28,45.06
413.8,205.7,944.7,665.2,5.18,7,29.21
341.6,208.9,733.7,839.3,5.96,28,29.23
524.6,152.5,861.7,799.5,5.01,3,33.44
410.9,176.7,821.2,797.9,6.82,7,34.11
477.0,182.8,895.2,815.2,3.16,14,45.75
354.4,158.8,920.3,805.6,4.85,7,32.46
541.2,170.2,745.0,899.5,4.68,90,60.5
361.0,209.3,1005.3,739.0,8.18,180,34.96
365.9,151.0,989.8,670.8,5.09,14,41.91
517.6,177.2,879.1,725.1,8.7,28,55.15
529.9,200.6,904.8,743.0,6.47,14,44.21
368.8,169.4,824.2,733.3,3.97,3,23.37
428.1,178.8,855.6,855.2,3.88,7,33.17
488.7,208.7,741.7,828.6,11.36,7,35.95
522.0,178.5,866.5,745.3,10.96,7,40.26
407.2,157.9,759.6,903.5,3.12,7,38.25
438.9,153.1,894.1,664.5,8.75,3,28.74
490.6,206.7,803.5,762.4,6.56,7,37.43
488.2,165.9,865.2,824.0,2.59,90,54.66
500.1,180.2,780.7,783.6,7.78,3,25.19
451.1,155.4,979.7,665.7,3.43,7,39.03
344.1,175.4,770.4,847.3,3.16,28,34.89
527.9,205.8,754.2,841.4,9.99,14,41.79
519.1,180.1,753.9,833.8,5.26,28,53.87
503.6,208.3,934.4,768.3,11.5,1,12.29
343.0,165.5,1042.1,698.2,6.22,28,39.26
367.0,180.3,765.9,812.2,7.94,28,38.86
491.0,201.6,1020.5,721.4,8.5,28,45.59
325.3,176.9,820.8,848.2,7.28,28,38.4
545.2,166.8,918.4,760.0,6.67,14,51.04
406.7,201.3,771.7,920.3,6.5,14,33.03
485.4,173.4,886.6,804.2,7.44,7,41.24
524.1,181.8,939.6,774.4,12.09,28,53.18
410.8,208.6,873.5,773.2,3.41,1,13.56
393.4,161.2,804.6,852.1,6.52,7,34.76
460.0,168.1,927.3,687.4,9.24,28,52.95
453.6,151.9,935.6,635.5,5.63,3,31.16
414.1,173.5,873.2,809.7,9.26,3,23.82
458.4,162.0,849.0,707.7,5.71,28,50.97
535.1,190.8,912.6,692.5,4.53,14,47.96
427.6,160.9,762.8,806.0,7.13,56,53.93
365.3,190.5,920.6,667.5,4.9,90,37.06
406.8,165.8,825.5,852.2,2.16,90,47.19
410.6,171.3,949.1,726.6,2.63,14,36.2
350.2,170.9,762.9,871.3,3.12,7,30.92
357.5,193.0,773.4,794.6,7.29,28,35.21
477.4,178.0,867.5,769.2,10.91,28,50.45
398.1,171.7,856.8,763.7,6.33,28,41.61
539.6,201.2,978.4,715.6,3.84,7,35.81
376.0,184.3,998.5,667.3,5.9,3,20.32
342.8,162.8,768.2,880.1,7.58,7,30.04
493.3,204.0,808.4,839.0,9.86,7,35.73
522.6,170.6,878.0,865.3,5.66,3,30.72
384.0,152.3,887.8,813.5,2.87,90,54.85
366.5,179.7,864.4,785.0,8.43,1,10.44
362.7,157.4,952.0,693.8,8.01,28,46.58
440.1,164.3,879.7,675.6,2.67,90,51.52
427.7,194.8,787.2,951.3,9.18,14,35.62
379.7,157.8,836.4,777.5,2.64,28,44.59
330.4,198.4,869.0,732.2,2.07,28,27.72
430.7,206.2,908.3,841.6,8.69,7,31.01
540.6,186.4,795.4,898.4,8.5,28,52.13
470.1,192.6,794.7,764.7,6.25,56,45.56
434.0,192.8,799.5,762.8,10.01,28,46.8
345.5,209.6,743.6,811.5,7.53,56,31.76
378.1,170.5,940.9,729.0,2.33,180,42.91
387.8,159.8,779.4,785.0,6.72,14,43.83
495.9,181.2,934.9,801.7,10.14,28,50.17
521.6,182.0,916.2,821.2,8.35,28,55.06
527.4,160.7,965.0,694.2,13.01,28,57.21
546.5,186.8,783.6,889.7,10.23,28,53.05
545.9,150.8,751.3,857.0,3.87,28,61.26
539.2,205.7,773.7,789.1,4.83,56,52.65
336.5,165.9,873.7,823.8,7.24,7,31.48
351.7,152.4,777.0,793.4,8.77,28,44.57
390.0,156.5,884.6,682.5,2.72,7,36.54
447.2,164.4,784.8,827.4,3.13,28,51.38
342.3,166.4,718.4,834.1,6.94,28,40.29
514.5,152.0,838.2,798.6,3.23,28,57.84
461.9,166.8,957.4,734.1,2.94,14,43.26
444.7,161.6,987.8,722.4,10.13,28,52.8
358.0,172.7,935.7,735.2,7.52,7,30.82
378.2,173.1,917.6,801.8,8.56,7,31.67
356.9,170.3,911.3,720.0,6.43,7,33.31
515.9,169.7,949.7,770.1,5.91,90,56.59
454.4,155.4,801.1,850.2,10.51,7,44.31
489.1,151.5,849.3,745.3,5.37,180,62.57
388.1,162.1,983.5,755.4,4.08,7,35.3
405.4,195.4,798.6,806.4,9.21,28,39.64
413.1,209.4,852.4,702.8,7.69,28,35.18
494.8,205.7,834.8,763.7,11.34,28,46.12
497.6,180.3,853.0,770.3,4.04,28,51.41
367.6,181.9,751.0,869.3,8.84,28,40.5
536.6,168.9,910.1,744.8,9.26,90,61.12
347.8,196.4,1001.2,725.4,6.38,28,29.84
526.1,195.9,757.9,850.5,12.25,3,24.54
343.1,200.7,835.2,818.9,4.33,7,28.27
380.8,203.7,739.9,878.1,7.39,28,34.06
514.7,176.1,779.1,935.3,9.16,28,56.52
361.3,196.0,946.5,635.1,7.5,28,33.76
415.1,198.4,823.1,747.6,9.52,28,40.37
423.5,168.5,830.8,819.8,7.88,14,44.66
376.4,205.8,827.4,857.0,2.39,28,32.81
483.4,155.7,1020.3,688.8,4.19,28,58.16
515.8,209.7,813.7,854.2,12.42,28,47.44
521.2,196.2,952.7,752.0,,28,51.19
398.0,155.6,802.2,826.4,9.69,56,51.06
442.1,189.4,716.9,839.7,2.54,28,45.02
377.1,152.1,869.2,704.0,4.77,90,53.57
376.3,196.2,701.4,856.4,7.6,3,19.7
357.1,198.0,890.9,724.9,7.16,28,37.71
536.2,186.1,804.0,845.1,3.6,28,51.09
524.2,201.4,911.0,710.3,9.01,28,50.71
498.8,155.9,939.9,722.3,3.92,7,43.88
439.1,166.6,919.6,726.6,6.53,28,47.79
432.8,174.9,764.7,920.9,4.24,14,42.77
441.8,152.5,935.2,748.2,2.68,90,56.26
443.4,176.9,965.8,647.8,2.93,14,40.82
419.9,165.9,787.6,831.7,9.75,7,37.63
350.3,173.6,818.7,848.3,6.97,28,39.43
348.9,175.5,954.9,714.4,8.25,14,34.85
539.0,202.8,764.6,848.3,7.76,3,26.78
430.9,166.2,887.4,728.7,5.72,28,48.77
539.2,203.6,951.2,737.6,6.56,28,49.01
357.6,175.6,765.1,914.4,6.2,7,30.38
447.5,169.7,840.6,736.4,5.38,28,48.36
367.8,180.2,878.7,759.5,7.33,28,44.41
378.2,175.1,856.5,872.0,7.95,28,39.43
326.9,165.4,905.5,651.8,7.36,14,33.68
347.4,180.2,816.5,904.6,3.42,7,27.16
530.9,159.1,798.6,784.0,8.25,90,67.02
394.0,171.1,953.4,698.1,3.73,28,41.42
459.9,183.9,782.4,852.4,2.64,1,13.06
427.0,174.8,889.6,662.4,8.18,56,49.86
412.1,199.4,800.4,932.6,6.59,7,31.13
442.3,165.4,858.9,782.1,8.62,28,52.76
363.1,208.2,803.1,937.8,2.45,28,34.64
547.4,197.1,886.8,720.6,13.64,90,55.32
508.2,208.1,979.8,743.4,12.65,90,50.94
490.6,200.3,1001.6,732.9,7.02,7,32.33
427.8,158.5,992.2,669.2,9.55,28,51.08
355.2,181.6,876.1,714.5,3.51,7,27.07
531.8,160.2,953.8,733.3,10.5,28,58.51
398.5,199.1,872.8,787.0,9.0,28,35.84
331.5,185.0,1020.6,718.3,7.06,3,19.18
398.8,165.8,895.2,742.7,8.47,1,9.18
502.7,205.8,934.2,669.5,7.17,3,25.33
463.2,156.9,765.7,812.0,9.91,3,27.08
492.7,183.8,886.3,803.4,9.27,7,37.11
502.5,193.3,976.2,768.6,3.84,90,54.16
368.7,153.5,747.4,808.3,2.69,28,46.28
532.5,185.9,818.0,880.1,10.88,28,55.34
420.7,199.0,1035.5,699.9,7.37,56,45.97
467.0,154.1,806.3,758.7,7.19,28,53.83
320.5,180.7,750.3,821.7,7.42,14,33.5
548.5,165.5,843.7,844.7,9.98,56,59.31
384.6,189.8,855.9,823.7,4.97,28,40.37
334.3,157.1,849.8,713.9,4.44,28,40.12
425.4,206.2,1010.3,706.6,7.28,90,41.3
349.7,203.7,989.5,665.2,7.07,28,33.69
355.0,161.2,948.4,783.0,5.78,28,44.29
465.4,169.4,957.7,767.9,7.06,56,55.81
410.4,185.3,853.3,859.2,8.02,28,43.34
532.0,193.1,956.5,696.7,10.16,56,54.71
393.4,176.6,772.4,827.9,8.5,3,24.19
487.0,159.4,769.4,881.8,3.04,1,14.89
426.1,156.2,935.8,634.4,8.56,28,52.23
471.8,210.0,974.8,707.0,7.21,3,23.65
457.9,177.3,781.4,795.4,2.97,180,54.04
428.7,202.4,910.8,741.4,7.97,1,8.0
538.5,178.9,811.7,749.1,10.41,28,54.91
398.8,205.3,802.5,807.4,6.17,7,26.11
360.8,155.3,787.1,809.4,7.53,90,48.86
476.0,156.8,787.5,886.5,5.24,14,52.66
514.6,205.8,909.0,798.4,4.65,1,11.58
329.3,206.8,807.3,754.2,3.96,1,8.0
423.4,168.9,906.2,813.9,5.59,28,48.98
525.3,171.3,830.6,891.6,9.94,180,57.46
492.4,177.1,956.2,662.3,10.79,180,56.1
548.1,175.0,917.9,763.9,10.64,7,43.93
442.2,161.4,953.8,676.8,3.75,28,45.3
471.8,203.9,737.3,843.5,5.81,3,22.07
389.6,165.2,899.8,756.0,3.18,28,46.6
537.9,192.3,905.0,662.3,10.08,28,54.04
404.3,154.0,862.2,863.5,4.03,7,38.17
489.9,152.3,831.5,903.4,7.6,28,59.05
412.7,189.2,839.6,874.7,8.6,56,45.04
449.2,170.3,816.2,846.3,8.27,1,14.19
485.5,189.3,859.1,802.4,5.33,7,36.32
437.1,155.6,871.5,875.4,5.09,7,39.87
528.6,207.0,784.9,814.7,9.55,3,25.02
416.4,194.9,856.6,708.6,6.66,7,33.83
468.8,202.6,761.3,901.1,3.25,28,46.43
398.7,158.2,809.6,806.2,8.96,3,28.43
413.9,169.2,893.5,720.9,6.31,28,46.02
421.2,172.1,739.1,812.4,6.09,56,47.57
348.9,182.2,806.5,862.8,3.13,90,41.48
341.1,167.8,769.5,833.3,4.28,28,40.09
473.5,153.6,714.6,872.9,5.52,7,42.96
470.8,172.1,811.9,746.2,4.9,3,26.15
472.5,165.3,739.8,883.1,7.72,7,41.24
324.5,173.2,847.3,878.5,4.62,90,36.75
395.1,161.8,969.1,648.2,9.0,90,51.64
365.5,165.7,990.9,695.0,8.71,14,41.29
499.0,187.6,820.5,880.8,4.69,7,40.76
517.9,173.3,802.2,813.5,3.63,28,54.92
376.7,170.7,890.7,823.6,7.8,7,30.21
473.6,182.0,973.6,714.8,11.79,180,54.61
349.8,196.3,947.9,713.9,7.79,7,29.91
383.3,172.7,726.9,823.3,2.1,14,36.32
351.9,185.3,729.7,827.3,3.53,14,32.69
385.2,208.0,896.0,852.2,2.26,3,21.21
475.2,181.3,990.6,715.8,10.18,14,46.2
529.4,204.6,1011.8,725.7,8.8,56,56.19
366.6,197.6,806.6,923.9,5.6,3,17.81
444.7,153.5,833.2,720.9,7.15,28,51.72
481.3,175.7,808.7,899.7,4.84,14,48.22
539.2,191.9,906.9,733.3,9.18,7,37.83
460.3,209.2,1003.3,704.6,2.58,1,10.59
378.7,177.5,803.9,747.4,6.79,7,31.47
463.9,155.6,743.5,864.2,9.13,3,31.33
393.7,183.7,912.9,787.4,7.27,14,38.78
544.5,157.6,873.6,835.0,6.34,56,63.82
411.9,195.1,956.9,717.1,8.87,28,40.29
477.6,180.5,806.8,803.4,9.22,90,56.15
325.3,193.4,937.0,675.1,2.46,14,35.45
412.0,202.2,856.1,887.3,3.67,28,40.13
